customer_id,customer_name,email,city,state_or_region,country,signup_date,membership_tier
AMA-C1071,MOHAMMED SUZUKI,mohammed.suzuki398@example.com,Boston,MA,US,01/28/2022,Prime
AMA-C2094,David Davis,david.davis328@example.com,Atlanta,GA,US,08-Aug-2025,Prime Student
AMA-C9357,Sara Smith,sara.smith821@example.com,Chicago,IL,US,05-Feb-2025,Non-Prime
AMA-C7619,Vivaan Sharma,vivaan.sharma232@example.com,Boston,MA,US,09/04/2022,Non-Prime
AMA-C7492,Carlos Kim,carlos.kim525@example.com,Denver,CO,US,09/07/2022,Prime Student
AMA-C6633,Yuki Müller,yuki.müller674@example.com,Houston,TX,US,14-Apr-2023,Prime
AMA-C7587,Liam Chen,,Chicago,IL,US,08/06/2022,Prime Student
AMA-C7383,Noah Smith,noah.smith63 at example.com,Chicago,IL,US,2022-08-31,Prime
AMA-C3967,li yamada,li.yamada825@example.com,Houston,TX,US,01-Jun-2023,Prime
AMA-C6270,Aditya Wang,aditya.wang755@example.com,Miami,FL,US,24-Jul-2022,Prime
AMA-C9799,Sara Patel,sara.patel2@example.com,Phoenix,AZ,US,2023-04-10,Prime
AMA-C8905,ava chen,,New York,NY,US,21-Mar-2024,Non-Prime
AMA-C3547,Maria Wilson,maria.wilson879@example.com,New York,NY,US,18-Dec-2023,Prime
AMA-C3669,Michael Suzuki,michael.suzuki173@example.com,Los Angeles,CA,US,2021-08-11,Prime Student
AMA-C6856,Vivaan Suzuki,vivaan.suzuki846@example.com,Denver,CO,US,03-Oct-2022,Prime Student
AMA-C5160,Fatima Rossi,fatima.rossi80@example.com,Atlanta,GA,US,2023-09-12,Non-Prime
AMA-C3356,YUKI MÜLLER,,Seattle,WA,US,2023-10-05,Prime Student
AMA-C10601,John Suzuki,john.suzuki166@example.com,New York,NY,US,05/19/2025,Prime
AMA-C3583,CARLOS SINGH,carlos.singh672@example.com,New York,NY,US,02-Jun-2022,Non-Prime
AMA-C7751,OLIVIA KIM,olivia.kim286@example.com,Atlanta,GA,US,2025-12-05,Non-Prime
AMA-C7005,Yuki Yamada,,Phoenix,AZ,US,2025-02-19,Prime
AMA-C8015,Wei Wilson,wei.wilson504@example.com,Houston,TX,US,12/28/2023,Prime
AMA-C1678,james rossi,james.rossi101@example.com,Seattle,WA,US,2024-03-13,
AMA-C9355,Sara Kim,,Houston,TX,US,11/27/2022,Prime
AMA-C7259,John Suzuki,john.suzuki757@example.com,Denver,CO,US,01/29/2021,Prime
AMA-C9056, John Tanaka ,john.tanaka8@example.com,DENVER,CO,US,2024-11-02,Non-Prime
AMA-C6957,mohammed patel,mohammed.patel628@example.com,Phoenix,AZ,US,17-May-2024,Prime Student
AMA-C10978,David Kim,david.kim504@example.com,Los Angeles,CA,US,2025-07-07,Prime Student
AMA-C5612, Yuki Garcia ,yuki.garcia137@example.com,Houston,TX,US,08/22/2023,Non-Prime
AMA-C6009,Liam Sharma,liam.sharma930@example.com,Denver,CO,US,07/20/2021,Prime
AMA-C6228, David Garcia ,david.garcia56 at example.com,Miami,FL,US,2024-03-30,Prime
AMA-C3001,ava martin,ava.martin353 at example.com,Phoenix,AZ,US,03-Jun-2024,Non-Prime
AMA-C10017,Aditya Suzuki,aditya.suzuki730@example.com,Seattle,WA,US,04/07/2025,Non-Prime
AMA-C6930,Sara Tanaka,sara.tanaka846@example.com,Denver,CO,US,2025-11-12,Non-Prime
AMA-C5140, Ken Wilson ,ken.wilson741@example.com,Houston,TX,US,26-Mar-2023,Prime
AMA-C3291,Chen Martin,,Houston,TX,US,20-Dec-2024,Prime Student
AMA-C7739,DAVID WILSON,david.wilson115@example.com,Miami,FL,US,30-Oct-2025,Prime
AMA-C4814,Wei Wang,wei.wang804@example.com,PHOENIX,AZ,US,06/29/2023,Non-Prime
AMA-C8361,Michael Singh,michael.singh909@example.com,Denver,CO,US,2021-09-19,Non-Prime
AMA-C8477,Mohammed Khan,mohammed.khan971@example.com,Los Angeles,CA,US,11-Nov-2023,Prime
AMA-C8195,Vivaan Tanaka,vivaan.tanaka412@example.com,Miami,FL,US,04/24/2023,Prime Student
AMA-C1060,Michael Müller,michael.müller524@example.com,Phoenix,AZ,US,13-Jun-2023,Non-Prime
AMA-C3364,Rahul Brown,rahul.brown63@example.com,Phoenix,AZ,US,2023-08-30,Prime Student
AMA-C3981,olivia wilson,olivia.wilson786@example.com,Miami,FL,US,2023-02-23,Prime Student
AMA-C9944,John Chen,john.chen761@example.com,Miami,FL,US,14-Jul-2025,Prime Student
AMA-C2272,Ava Sharma,ava.sharma245@example.com,Boston,MA,US,05-Feb-2025,Prime
AMA-C2105,Fatima Johnson,fatima.johnson105@example.com,Miami,FL,US,09-Nov-2021,Non-Prime
AMA-C7800,Aditya Singh,aditya.singh394@example.com,New York,NY,US,2025-09-05,Prime
AMA-C6262,Aditya Lee,aditya.lee947@example.com,Seattle,WA,US,18-May-2024,Prime
AMA-C3914,noah rossi,noah.rossi801@example.com,Denver,CO,US,11/16/2024,Prime Student
AMA-C10161,AARAV MARTIN,aarav.martin677 at example.com,Los Angeles,CA,US,06-Feb-2024,Non-Prime
AMA-C10430,Rahul Yamada,,Seattle,WA,US,08/01/2021,Prime Student
AMA-C9195,Fatima Rossi,fatima.rossi810@example.com,chicago,IL,US,12/19/2024,Prime
AMA-C10559,Mohammed Anderson,mohammed.anderson203@example.com,Phoenix,AZ,US,2024-05-03,Prime
AMA-C8811,Chen Johnson,chen.johnson973@example.com,Denver,CO,US,04/28/2024,Prime
AMA-C7285, Chen Davis ,chen.davis889@example.com,Atlanta,GA,US,06/29/2025,Non-Prime
AMA-C10187,James Yamada,james.yamada707@example.com,Phoenix,AZ,US,09/11/2024,Non-Prime
AMA-C8933,Emma Chen,emma.chen70@example.com,CHICAGO,IL,US,01/06/2023,Non-Prime
AMA-C10064,ken davis,ken.davis933@example.com,Atlanta,GA,US,2023-02-15,Prime
AMA-C3358,olivia kim,olivia.kim449@example.com,New York,NY,US,2022-01-29,Prime
AMA-C8396,Sara Smith,sara.smith640@example.com,Boston,MA,US,2021-11-29,Non-Prime
AMA-C1365,Fatima Wang,fatima.wang230@example.com,Seattle,WA,US,09-Dec-2021,Non-Prime
AMA-C7327,Carlos Chen,carlos.chen775@example.com,Boston,MA,US,06/22/2025,Prime Student
AMA-C10533,Priya Johnson,priya.johnson690@example.com,Houston,TX,US,08/06/2021,Non-Prime
AMA-C3872,sofia wilson,sofia.wilson786@example.com,Denver,CO,US,20-Sep-2021,Prime
AMA-C7172,Yuki Davis,yuki.davis125@example.com,Chicago,IL,US,02/06/2025,Non-Prime
AMA-C1115,James Smith,james.smith682@example.com,chicago,IL,US,11/20/2025,Non-Prime
AMA-C10368,Olivia Sharma,,miami,FL,US,04-Aug-2023,Non-Prime
AMA-C3130,yuki lee,yuki.lee293@example.com,Seattle,WA,US,11-Mar-2022,Non-Prime
AMA-C10049,Emma Chen,emma.chen300@example.com,Los Angeles,CA,US,2022-07-04,Prime
AMA-C7546,Sara Garcia,sara.garcia360@example.com,seattle,WA,US,04-Feb-2024,Non-Prime
AMA-C10710,Sofia Chen,sofia.chen490@example.com,New York,NY,US,29-Jun-2025,Prime Student
AMA-C10295,vivaan smith,vivaan.smith43@example.com,Houston,TX,US,01-Dec-2024,Prime
AMA-C7054,Yuki Lee,yuki.lee158@example.com,Seattle,WA,US,22-Dec-2023,Prime
AMA-C7143,Ben Kumar,ben.kumar962@example.com,Boston,MA,US,20-Jun-2021,Prime
AMA-C2357,Sofia Singh,sofia.singh513@example.com,Atlanta,GA,US,2025-03-02,Prime Student
AMA-C4472,Anna Tanaka,,Denver,CO,US,04/16/2022,Prime
AMA-C3086,Maria Anderson,maria.anderson906@example.com,Phoenix,AZ,US,02/13/2021,Non-Prime
AMA-C2023,Michael Suzuki,michael.suzuki838@example.com,Denver,CO,US,31-Oct-2024,
AMA-C3532,Anna Tanaka,anna.tanaka312@example.com,Phoenix,AZ,US,01/16/2023,Prime
AMA-C3584,James Rossi,james.rossi656@example.com,Miami,FL,US,2025-02-07,Prime Student
AMA-C7220,Chen Smith,chen.smith648@example.com,Miami,FL,US,14-Sep-2021,Non-Prime
AMA-C5954,Chen Davis,,Los Angeles,CA,US,2022-03-15,
AMA-C5005,james singh,,Miami,FL,US,2025-12-16,Prime
AMA-C5252, Yuki Kim ,yuki.kim291@example.com,Seattle,WA,US,23-Feb-2024,Prime
AMA-C10832,Maria Brown,maria.brown435@example.com,Phoenix,AZ,US,10/13/2021,Prime
AMA-C8310,Maria Singh,maria.singh97@example.com,Phoenix,AZ,US,23-Dec-2022,Prime
AMA-C4132,Ben Khan,ben.khan523@example.com,Los Angeles,CA,US,2025-02-08,Non-Prime
AMA-C10551, Michael Martin ,michael.martin299@example.com,New York,NY,US,2021-05-30,Non-Prime
AMA-C4018,Ben Smith,ben.smith890@example.com,Los Angeles,CA,US,2021-05-27,Prime
AMA-C4995,John Johnson,,Los Angeles,CA,US,2021-06-18,Prime
AMA-C3913,John Rossi,john.rossi767@example.com,new york,NY,US,2023-01-03,Prime Student
AMA-C7169,yuki chen,yuki.chen21@example.com,Miami,FL,US,2021-10-09,Non-Prime
AMA-C1134, Mohammed Brown ,mohammed.brown514@example.com,Miami,FL,US,22-Jan-2024,Prime Student
AMA-C7419,zoe khan,zoe.khan77@example.com,Chicago,IL,US,2023-04-03,Prime Student
AMA-C10397,Ava Sharma,ava.sharma708@example.com,los angeles,CA,US,2024-04-06,Prime Student
AMA-C9278,Michael Suzuki,michael.suzuki213@example.com,Boston,MA,US,2022-09-20,Prime Student
AMA-C5182,Ben Khan,ben.khan76@example.com,Boston,MA,US,2025-07-15,Prime
AMA-C9540,Aditya Johnson,aditya.johnson703@example.com,Los Angeles,CA,US,25-Jul-2022,Prime Student
AMA-C3388,Sofia Patel,,Los Angeles,CA,US,2021-03-26,Prime
AMA-C3297,SARA DAVIS,sara.davis137@example.com,Chicago,IL,US,2024-11-27,Prime
AMA-C8238,Wei Sharma,wei.sharma290@example.com,new york,NY,US,2022-02-15,Non-Prime
AMA-C10063,Michael Khan,michael.khan572@example.com,Houston,TX,US,17-May-2022,Prime
AMA-C6939,Ben Anderson,ben.anderson130@example.com,Boston,MA,US,10/29/2025,Prime Student
AMA-C5141,Michael Müller,michael.müller533@example.com,miami,FL,US,07-Jun-2023,Prime
AMA-C4553,Sara Singh,,Miami,FL,US,2025-09-17,Non-Prime
AMA-C9471,Liam Singh,,Los Angeles,CA,US,17-Sep-2023,Prime Student
AMA-C7390,li garcia,li.garcia811@example.com,Seattle,WA,US,01-May-2022,Non-Prime
AMA-C5498,YUKI DAVIS,yuki.davis326@example.com,Miami,FL,US,10-Mar-2025,Prime Student
AMA-C2140,Li Anderson,li.anderson339@example.com,Denver,CO,US,2021-05-18,Prime
AMA-C3983,Michael Sharma,michael.sharma400@example.com,New York,NY,US,07/08/2024,Non-Prime
AMA-C9598,Wei Rossi,wei.rossi612@example.com,Seattle,WA,US,30-Apr-2022,Non-Prime
AMA-C6907,Wei Smith,wei.smith673@example.com,Seattle,WA,US,09/07/2023,
AMA-C2298,Ben Kumar,,Boston,MA,US,11/20/2023,Non-Prime
AMA-C4715,Ken Wilson,ken.wilson324@example.com,Houston,TX,US,2022-03-29,Prime Student
AMA-C8272,John Brown,john.brown90@example.com,Boston,MA,US,2022-12-23,Non-Prime
AMA-C5243, Aarav Suzuki ,aarav.suzuki701@example.com,Denver,CO,US,2024-02-25,Prime Student
AMA-C8985,Aarav Yamada,aarav.yamada968@example.com,MIAMI,FL,US,25-Jun-2025,Non-Prime
AMA-C9238,Vivaan Suzuki,vivaan.suzuki191@example.com,Phoenix,AZ,US,2022-01-20,Non-Prime
AMA-C9582,Vivaan Wilson,vivaan.wilson143@example.com,Los Angeles,CA,US,2021-01-27,Prime Student
AMA-C8389,Liam Rossi,liam.rossi504@example.com,New York,NY,US,22-Aug-2022,Prime Student
AMA-C4975,wei kumar,wei.kumar905@example.com,Denver,CO,US,04/03/2022,Prime Student
AMA-C5120,Ava Lee,ava.lee434@example.com,Phoenix,AZ,US,03-Sep-2021,Prime
AMA-C7222,James Wang,james.wang50@example.com,Boston,MA,US,2021-06-03,Non-Prime
AMA-C3126,Ben Yamada,ben.yamada375@example.com,New York,NY,US,09/14/2023,Prime Student
AMA-C2416,Wei Sharma,wei.sharma322@example.com,New York,NY,US,2022-04-13,Prime
AMA-C7329,ava chen,ava.chen731@example.com,Los Angeles,CA,US,03/16/2024,Prime
AMA-C1711,Vivaan Patel,vivaan.patel568@example.com,Atlanta,GA,US,2022-08-03,Prime Student
AMA-C5911,Chen Yamada,chen.yamada768@example.com,Atlanta,GA,US,16-Sep-2025,Prime Student
AMA-C6078,Fatima Singh,fatima.singh61 at example.com,Houston,TX,US,2025-07-03,Prime Student
AMA-C6674,Maria Kumar,maria.kumar132@example.com,Atlanta,GA,US,2021-01-28,Non-Prime
AMA-C5985,Liam Garcia,liam.garcia377@example.com,Miami,FL,US,06/01/2021,
AMA-C5440,John Sharma,john.sharma815@example.com,Boston,MA,US,2023-06-21,
AMA-C2788,Ben Yamada,ben.yamada209@example.com,Boston,MA,US,29-Apr-2022,Prime Student
AMA-C4011,Wei Lee,wei.lee972@example.com,Los Angeles,CA,US,12/20/2022,Prime Student
AMA-C10596,Fatima Suzuki,fatima.suzuki831@example.com,Denver,CO,US,18-Nov-2021,Prime Student
AMA-C5005,james singh,,Miami,FL,US,2025-12-16,Prime
AMA-C7037,Ken Kim,ken.kim686@example.com,Seattle,WA,US,22-May-2025,Non-Prime
AMA-C4726,Carlos Johnson,carlos.johnson464 at example.com,Boston,MA,US,2024-08-15,Non-Prime
AMA-C10543,Fatima Müller,fatima.müller4@example.com,Seattle,WA,US,21-Mar-2023,Prime Student
AMA-C5824,Aditya Patel,aditya.patel818@example.com,Los Angeles,CA,US,07/27/2025,Non-Prime
AMA-C3437,Vivaan Suzuki,vivaan.suzuki25@example.com,Atlanta,GA,US,02/01/2025,
AMA-C3215,Sofia Sharma,sofia.sharma870@example.com,Miami,FL,US,2021-11-22,Prime Student
AMA-C3173,Michael Wang,,Chicago,IL,US,18-Feb-2021,Prime Student
AMA-C6041,Olivia Suzuki,olivia.suzuki338@example.com,Denver,CO,US,11/18/2022,Prime
AMA-C6221,Olivia Garcia,olivia.garcia742@example.com,NEW YORK,NY,US,2021-11-07,Prime
AMA-C3699,Aditya Rossi,aditya.rossi151@example.com,denver,CO,US,2022-05-10,Prime
AMA-C1713,Carlos Wang,carlos.wang541@example.com,Chicago,IL,US,10/11/2025,
AMA-C7834,Noah Davis,,Phoenix,AZ,US,2022-01-16,Prime Student
AMA-C5539,Carlos Davis,carlos.davis808@example.com,Los Angeles,CA,US,03/01/2025,Non-Prime
AMA-C6940,James Smith,james.smith339@example.com,HOUSTON,TX,US,2025-01-13,Prime
AMA-C3522,Li Kumar,li.kumar178@example.com,Los Angeles,CA,US,05/08/2025,Prime Student
AMA-C8443,Noah Suzuki,noah.suzuki323@example.com,Atlanta,GA,US,01/03/2022,Prime Student
AMA-C8008,Michael Müller,michael.müller287@example.com,Boston,MA,US,01-Oct-2022,Prime
AMA-C3829,Wei Lee,wei.lee437@example.com,Chicago,IL,US,2022-11-07,Non-Prime
AMA-C2355,Chen Tanaka,chen.tanaka419@example.com,Chicago,IL,US,02-Sep-2022,Prime
AMA-C1813,Priya Rossi,priya.rossi889@example.com,Atlanta,GA,US,01-Jan-2022,Prime Student
AMA-C6378,Aditya Garcia,aditya.garcia140@example.com,Seattle,WA,US,2025-04-16,Prime
AMA-C3350,Ken Johnson,,Boston,MA,US,2024-06-25,Non-Prime
AMA-C8334,James Lee,james.lee960@example.com,Phoenix,AZ,US,04/07/2023,Prime Student
AMA-C9554,Li Chen,li.chen283@example.com,PHOENIX,AZ,US,2022-09-25,Prime Student
AMA-C7880,Sofia Wilson,sofia.wilson148 at example.com,boston,MA,US,09/22/2025,Non-Prime
AMA-C6416,Aarav Singh,aarav.singh901@example.com,Seattle,WA,US,2022-01-21,Prime
AMA-C7662,Aarav Müller,aarav.müller111@example.com,Miami,FL,US,25-Jul-2022,Prime Student
AMA-C2779,Ava Kim,,Miami,FL,US,25-Dec-2025,Prime Student
AMA-C3108,Carlos Yamada,carlos.yamada892@example.com,Phoenix,AZ,US,05/25/2021,Prime Student
AMA-C2365,chen singh,chen.singh143@example.com,New York,NY,US,2023-08-30,Prime
AMA-C2787,Michael Wilson,michael.wilson694@example.com,Atlanta,GA,US,2023-09-19,Non-Prime
AMA-C9732,Li Davis,li.davis130@example.com,New York,NY,US,2021-01-12,Prime Student
AMA-C5735,carlos müller,carlos.müller342@example.com,New York,NY,US,06/15/2021,Prime
AMA-C4298,Zoe Wang,zoe.wang190@example.com,Atlanta,GA,US,2022-08-04,Prime Student
AMA-C9223,Wei Sharma,wei.sharma572@example.com,Los Angeles,CA,US,19-May-2022,Prime Student
AMA-C10789,Chen Martin,chen.martin953@example.com,Miami,FL,US,2022-02-25,Prime Student
AMA-C5472,AVA YAMADA,ava.yamada406 at example.com,Los Angeles,CA,US,22-Jun-2023,Prime Student
AMA-C8773,Vivaan Sharma,,Atlanta,GA,US,25-Jul-2025,Non-Prime
AMA-C7435,Aarav Kumar,aarav.kumar237@example.com,new york,NY,US,29-Dec-2021,Prime Student
AMA-C6594,Liam Wang,liam.wang561@example.com,New York,NY,US,2023-03-15,Non-Prime
AMA-C7348,Carlos Johnson,carlos.johnson699@example.com,Boston,MA,US,2022-06-24,Non-Prime
AMA-C4397,David Lee,david.lee934@example.com,Los Angeles,CA,US,2023-10-03,Prime Student
AMA-C8825,Mohammed Davis,mohammed.davis151@example.com,Los Angeles,CA,US,01-Feb-2022,Non-Prime
AMA-C5332,Olivia Johnson,olivia.johnson601@example.com,Atlanta,GA,US,2025-09-15,Prime
AMA-C8129,Liam Brown,liam.brown562@example.com,Atlanta,GA,US,09/01/2021,Prime Student
AMA-C5279,Aarav Davis,aarav.davis812@example.com,new york,NY,US,2024-10-31,Prime
AMA-C5362,vivaan davis,vivaan.davis211 at example.com,Miami,FL,US,06/11/2022,
AMA-C10931,carlos tanaka,carlos.tanaka519@example.com,Denver,CO,US,02/21/2022,Prime
AMA-C6887,Sara Martin,sara.martin595@example.com,Seattle,WA,US,16-Aug-2025,Non-Prime
AMA-C1543,Aarav Wang,aarav.wang363@example.com,New York,NY,US,26-Nov-2025,Prime Student
AMA-C6879,Ben Khan,ben.khan86@example.com,Phoenix,AZ,US,2025-12-24,Prime Student
AMA-C6381,Carlos Khan,,Chicago,IL,US,06/05/2024,Prime
AMA-C3133, Ava Martin ,ava.martin596@example.com,Miami,FL,US,2023-02-08,Prime Student
AMA-C4213,Emma Garcia,emma.garcia214@example.com,Miami,FL,US,12/07/2025,Non-Prime
AMA-C2363, Ben Tanaka ,ben.tanaka491@example.com,Seattle,WA,US,21-May-2024,Prime Student
AMA-C6735,Ken Chen,ken.chen339@example.com,Atlanta,GA,US,07/06/2024,Prime
AMA-C4108,Sofia Brown,,Denver,CO,US,04/23/2022,Prime
AMA-C7773,emma johnson,emma.johnson608@example.com,Seattle,WA,US,06/09/2024,Prime
AMA-C7684,Fatima Johnson,fatima.johnson191@example.com,Houston,TX,US,23-Jan-2025,Non-Prime
AMA-C5888, Ava Garcia ,ava.garcia992@example.com,denver,CO,US,27-Mar-2023,Prime Student
AMA-C4521,Li Sharma,li.sharma656@example.com,Seattle,WA,US,2023-02-02,Prime
AMA-C7070,Liam Yamada,liam.yamada561 at example.com,Phoenix,AZ,US,02-Jun-2022,Non-Prime
AMA-C2676,Yuki Davis,yuki.davis218@example.com,Houston,TX,US,2022-08-22,Prime
AMA-C5193,Sofia Martin,sofia.martin203@example.com,Los Angeles,CA,US,21-Apr-2022,Prime Student
AMA-C8956,Noah Brown,noah.brown262@example.com,Los Angeles,CA,US,02-Jul-2021,Prime
AMA-C5222,Fatima Patel,fatima.patel69@example.com,PHOENIX,AZ,US,2024-09-27,Prime
AMA-C2434,David Yamada,david.yamada98@example.com,Chicago,IL,US,18-Feb-2023,Prime
AMA-C9639,YUKI GARCIA,yuki.garcia359@example.com,Chicago,IL,US,2023-08-27,Prime Student
AMA-C3905,chen suzuki,chen.suzuki285@example.com,Chicago,IL,US,29-Mar-2024,Prime Student
AMA-C5501,David Suzuki,david.suzuki149@example.com,Miami,FL,US,2023-07-21,Non-Prime
AMA-C10489,Michael Yamada,michael.yamada925@example.com,Miami,FL,US,2022-12-09,Non-Prime
AMA-C3136,Ava Suzuki,ava.suzuki2@example.com,Phoenix,AZ,US,07/12/2021,Prime Student
AMA-C9350,Fatima Wilson,fatima.wilson801@example.com,boston,MA,US,11/20/2024,Prime Student
AMA-C10853,David Suzuki,david.suzuki141@example.com,Houston,TX,US,11-Jan-2022,Prime
AMA-C4487,Noah Singh,noah.singh413@example.com,Phoenix,AZ,US,02-Aug-2021,Prime Student
AMA-C6717,Sofia Wilson,sofia.wilson558@example.com,Boston,MA,US,09-Sep-2025,Non-Prime
AMA-C9949,Ava Anderson,ava.anderson41@example.com,Chicago,IL,US,10/12/2021,
AMA-C2193,Priya Sharma,priya.sharma701@example.com,Seattle,WA,US,11/16/2024,Prime
AMA-C5338,Sara Wang,sara.wang720@example.com,New York,NY,US,22-Jun-2024,Non-Prime
AMA-C10306,Ben Patel,ben.patel221@example.com,Miami,FL,US,2022-05-01,Prime Student
AMA-C7506,Carlos Müller,carlos.müller695@example.com,Chicago,IL,US,05/06/2024,Non-Prime
AMA-C10642,Ken Rossi,ken.rossi498 at example.com,Miami,FL,US,09-Jan-2021,Prime Student
AMA-C3423,Li Tanaka,li.tanaka47@example.com,Boston,MA,US,2025-09-05,Non-Prime
AMA-C9042, Rahul Anderson ,rahul.anderson111@example.com,Seattle,WA,US,11/13/2024,Prime Student
AMA-C8910,Noah Brown,noah.brown901@example.com,Boston,MA,US,2023-01-28,Non-Prime
AMA-C6413,John Brown,john.brown65@example.com,Phoenix,AZ,US,2024-01-07,Prime Student
AMA-C8527,Sara Singh,sara.singh268@example.com,Boston,MA,US,06/29/2023,Prime Student
AMA-C8867,Li Davis,li.davis698@example.com,Seattle,WA,US,09-Oct-2025,
AMA-C9449,AARAV PATEL,aarav.patel554@example.com,Miami,FL,US,08/22/2022,Prime
AMA-C1271,Maria Smith,maria.smith885@example.com,Denver,CO,US,03-Oct-2021,Prime
AMA-C3149,Fatima Müller,fatima.müller885 at example.com,Seattle,WA,US,12/25/2022,Non-Prime
AMA-C2906,olivia martin,olivia.martin456@example.com,New York,NY,US,07/15/2022,Prime Student
AMA-C6606,Liam Anderson,liam.anderson795@example.com,MIAMI,FL,US,18-Jun-2024,Non-Prime
AMA-C8170,Michael Lee,michael.lee749@example.com,Denver,CO,US,06-Oct-2023,Prime
AMA-C2708,anna patel,anna.patel62@example.com,Los Angeles,CA,US,29-Sep-2021,Prime
AMA-C9063,Fatima Müller,fatima.müller443 at example.com,Denver,CO,US,01/17/2021,Prime
AMA-C8831,Li Patel,li.patel61@example.com,Phoenix,AZ,US,2024-01-07,Prime
AMA-C3597,Ken Wang,ken.wang609@example.com,los angeles,CA,US,25-Aug-2021,Non-Prime
AMA-C2567,Fatima Singh,fatima.singh257@example.com,Houston,TX,US,07/20/2024,Non-Prime
AMA-C4890,priya wilson,priya.wilson4@example.com,Phoenix,AZ,US,29-Sep-2023,Prime
AMA-C3894,DAVID ANDERSON,david.anderson818@example.com,Atlanta,GA,US,08/08/2022,Prime
AMA-C7112,Carlos Brown,carlos.brown71@example.com,Los Angeles,CA,US,21-Jan-2022,Prime Student
AMA-C3310,Olivia Sharma,olivia.sharma252@example.com,Seattle,WA,US,2025-06-17,Prime Student
AMA-C10308,James Suzuki,james.suzuki244@example.com,new york,NY,US,13-Jul-2023,Prime
AMA-C4188,Priya Yamada,priya.yamada804@example.com,Seattle,WA,US,2023-07-12,Non-Prime
AMA-C1317,Priya Khan,priya.khan784@example.com,Houston,TX,US,08-Jun-2024,Non-Prime
AMA-C4757,Michael Smith,michael.smith450@example.com,Los Angeles,CA,US,12-Jul-2023,Prime
AMA-C2843,wei sharma,wei.sharma227@example.com,Phoenix,AZ,US,07/25/2025,Prime
AMA-C2143,EMMA WANG,emma.wang168@example.com,HOUSTON,TX,US,13-Oct-2024,Prime Student
AMA-C6265,ken yamada,ken.yamada781@example.com,Phoenix,AZ,US,05/17/2021,Non-Prime
AMA-C4554,Fatima Yamada,fatima.yamada732@example.com,Houston,TX,US,03/27/2023,Non-Prime
AMA-C9814,Ben Suzuki,ben.suzuki719@example.com,Seattle,WA,US,02/11/2021,Prime
AMA-C5377,Fatima Lee,fatima.lee915@example.com,Denver,CO,US,2025-04-28,Prime
AMA-C3507,james anderson,james.anderson418@example.com,Chicago,IL,US,03/04/2025,Prime
AMA-C6768,LI LEE,li.lee943@example.com,Denver,CO,US,15-Apr-2021,Prime
AMA-C3267,david singh,david.singh744@example.com,Chicago,IL,US,24-Feb-2021,Non-Prime
AMA-C1364,Olivia Rossi,olivia.rossi552@example.com,Miami,FL,US,2024-09-15,Prime Student
AMA-C9786,Michael Kumar,michael.kumar647@example.com,Miami,FL,US,2025-05-01,Prime
AMA-C8807,BEN MARTIN,ben.martin303@example.com,New York,NY,US,09-Feb-2025,Non-Prime
AMA-C4874,ava müller,ava.müller896@example.com,los angeles,CA,US,10/28/2025,Prime
AMA-C2681,Chen Khan,chen.khan190@example.com,Los Angeles,CA,US,11-Dec-2023,Non-Prime
AMA-C8919,Aarav Johnson,aarav.johnson874@example.com,New York,NY,US,21-Feb-2022,Prime
AMA-C3443,Aarav Chen,aarav.chen801 at example.com,Los Angeles,CA,US,04-Apr-2024,Prime
AMA-C7943,Ken Sharma,ken.sharma137@example.com,Los Angeles,CA,US,07/20/2022,
AMA-C8050,Aditya Patel,aditya.patel712@example.com,Denver,CO,US,2022-07-02,Prime Student
AMA-C9364,John Suzuki,,Atlanta,GA,US,06/23/2025,Prime Student
AMA-C4540,Aarav Anderson,aarav.anderson9@example.com,Phoenix,AZ,US,07/13/2023,Non-Prime
AMA-C8329,aditya suzuki,aditya.suzuki154@example.com,Boston,MA,US,05/26/2025,Prime Student
AMA-C1485,SARA BROWN,sara.brown240@example.com,Boston,MA,US,07/20/2022,Non-Prime
AMA-C6745,Michael Smith,michael.smith757@example.com,Los Angeles,CA,US,19-Jul-2024,Prime Student
AMA-C6759,Vivaan Khan,vivaan.khan816@example.com,Atlanta,GA,US,29-Feb-2024,Non-Prime
AMA-C8215,John Yamada,john.yamada902@example.com,Seattle,WA,US,18-Feb-2024,Non-Prime
AMA-C3934,Anna Yamada,anna.yamada766@example.com,Chicago,IL,US,2021-12-20,Non-Prime
AMA-C1429,Rahul Anderson,rahul.anderson62@example.com,Miami,FL,US,08/14/2021,Prime
AMA-C6460,Olivia Patel,olivia.patel380 at example.com,Los Angeles,CA,US,05/23/2021,Non-Prime
AMA-C10334,SOFIA ROSSI,,Seattle,WA,US,2023-09-28,Prime Student
AMA-C7831, Ben Martin ,ben.martin898@example.com,Los Angeles,CA,US,2023-01-23,Non-Prime
AMA-C3997,Maria Kim,maria.kim496@example.com,Denver,CO,US,11/04/2024,Prime
AMA-C6182,Vivaan Kumar,,Miami,FL,US,11/30/2024,Prime Student
AMA-C9356,Fatima Patel,fatima.patel877@example.com,Chicago,IL,US,2021-06-15,Prime Student
AMA-C7566,Fatima Suzuki,fatima.suzuki182@example.com,Seattle,WA,US,28-Nov-2021,Prime
AMA-C2484,Olivia Tanaka,olivia.tanaka219@example.com,Phoenix,AZ,US,2022-10-22,Prime
AMA-C5369, Anna Yamada ,anna.yamada325@example.com,Los Angeles,CA,US,01/17/2025,Non-Prime
AMA-C6132,ANNA KIM,anna.kim661@example.com,new york,NY,US,05/18/2023,Prime
